ACCYMD,PLACE,CARTYPE
114年01月02日 20時45分19秒,新北市汐止區國道1號 13公里500.0公尺處北側向輔助,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 20時45分19秒,新北市汐止區國道1號 13公里500.0公尺處北側向輔助,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 20時46分11秒,桃園市八德區新興路50號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 20時46分11秒,桃園市八德區新興路50號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 20時48分53秒,桃園市蘆竹區大興七街18巷19號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時48分53秒,桃園市蘆竹區大興七街18巷19號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時50分13秒,桃園市中壢區新中北路口 / 桃園市中壢區環中東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時50分13秒,桃園市中壢區新中北路口 / 桃園市中壢區環中東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時50分30秒,新北市五股區國道1號 33公里北側向輔助,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時50分30秒,新北市五股區國道1號 33公里北側向輔助,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時50分30秒,新北市五股區國道1號 33公里北側向輔助,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 20時55分00秒,桃園市龜山區大湖路口 / 桃園市龜山區大湖路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 20時55分00秒,桃園市龜山區大湖路口 / 桃園市龜山區大湖路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時06分00秒,臺南市新營區中正路口 / 臺南市新營區武昌街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時06分00秒,臺南市新營區中正路口 / 臺南市新營區武昌街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時10分00秒,彰化縣和美鎮山犁里仁昌路129號,普通重型-機車;普通重型-機車
114年01月02日 21時10分00秒,彰化縣和美鎮山犁里仁昌路129號,普通重型-機車;普通重型-機車
114年01月02日 21時10分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時10分00秒,新竹縣關西鎮國道3號 76公里南側向服務區,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時12分50秒,新北市泰山區國道1號 33公里400.0公尺處北側向交流道,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月02日 21時12分50秒,新北市泰山區國道1號 33公里400.0公尺處北側向交流道,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月02日 21時18分00秒,新竹市北區水田街91巷,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時18分00秒,新竹市北區水田街91巷,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時21分00秒,屏東縣潮州鎮瑞昌街90號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時21分00秒,屏東縣潮州鎮瑞昌街90號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時25分33秒,桃園市蘆竹區油管路一段20號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時25分33秒,桃園市蘆竹區油管路一段20號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時35分42秒,桃園市桃園區中山路口 / 桃園市桃園區民生路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時35分42秒,桃園市桃園區中山路口 / 桃園市桃園區民生路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時36分03秒,花蓮縣吉安鄉永安村明仁二街82號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時36分03秒,花蓮縣吉安鄉永安村明仁二街82號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時40分00秒,屏東縣屏東市大同北路、大同北路96巷,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時40分00秒,屏東縣屏東市大同北路、大同北路96巷,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時40分16秒,雲林縣西螺鎮西興南路與中正路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時40分16秒,雲林縣西螺鎮西興南路與中正路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時42分30秒,臺中市霧峰區國道3號 211公里700.0公尺處北側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時42分30秒,臺中市霧峰區國道3號 211公里700.0公尺處北側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時44分00秒,屏東縣枋山鄉台1線 457公里北側,自用-小客車(含客、貨兩用)
114年01月02日 21時44分00秒,屏東縣枋山鄉台1線 457公里北側,自用-小客車(含客、貨兩用)
114年01月02日 21時52分00秒,桃園市龜山區文化二路37號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時52分00秒,桃園市龜山區文化二路37號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 21時53分00秒,桃園市龜山區山鶯路附近 / 桃園市龜山區中興路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時53分00秒,桃園市龜山區山鶯路附近 / 桃園市龜山區中興路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 21時58分00秒,臺南市安南區永續路520號,租賃小貨車-小貨車;自用-小客車(含客、貨兩用);普通輕型-機車
114年01月02日 21時58分00秒,臺南市安南區永續路520號,租賃小貨車-小貨車;自用-小客車(含客、貨兩用);普通輕型-機車
114年01月02日 21時58分00秒,臺南市安南區永續路520號,租賃小貨車-小貨車;自用-小客車(含客、貨兩用);普通輕型-機車
114年01月02日 22時03分00秒,桃園市中壢區中園路447號前0.0公尺附近,自用大客車-大客車;自用-小客車(含客、貨兩用)
114年01月02日 22時03分00秒,桃園市中壢區中園路447號前0.0公尺附近,自用大客車-大客車;自用-小客車(含客、貨兩用)
114年01月02日 22時05分00秒,花蓮縣吉安鄉北昌二街2之3號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時05分00秒,花蓮縣吉安鄉北昌二街2之3號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時05分32秒,桃園市龜山區國道1號 44公里400.0公尺處南側向高架內側車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時05分32秒,桃園市龜山區國道1號 44公里400.0公尺處南側向高架內側車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時05分32秒,桃園市龜山區國道1號 44公里400.0公尺處南側向高架內側車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時05分32秒,桃園市龜山區國道1號 44公里400.0公尺處南側向高架內側車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時08分00秒,彰化縣員林市中正路342號,自用-小客車(含客、貨兩用);微型電動二輪車-慢車;乘客-人
114年01月02日 22時08分00秒,彰化縣員林市中正路342號,自用-小客車(含客、貨兩用);微型電動二輪車-慢車;乘客-人
114年01月02日 22時08分00秒,彰化縣員林市中正路342號,自用-小客車(含客、貨兩用);微型電動二輪車-慢車;乘客-人
114年01月02日 22時12分00秒,新竹市北區中正路194號前0.0公尺,普通重型-機車;自用-小貨車
114年01月02日 22時12分00秒,新竹市北區中正路194號前0.0公尺,普通重型-機車;自用-小貨車
114年01月02日 22時25分00秒,苗栗縣苗栗市英才路與自治路口(北端),計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時25分00秒,苗栗縣苗栗市英才路與自治路口(北端),計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時28分00秒,臺北市內湖區國道1號 15公里300.0公尺處北側向交流道,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時28分00秒,臺北市內湖區國道1號 15公里300.0公尺處北側向交流道,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時28分00秒,臺南市東區崇善路口 / 臺南市東區德東街口,普通重型-機車;普通重型-機車
114年01月02日 22時28分00秒,臺南市東區崇善路口 / 臺南市東區德東街口,普通重型-機車;普通重型-機車
114年01月02日 22時30分36秒,彰化縣永靖鄉中山路與永泰街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 22時30分36秒,彰化縣永靖鄉中山路與永泰街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 22時40分16秒,嘉義縣水上鄉國道1號 270公里南側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時40分16秒,嘉義縣水上鄉國道1號 270公里南側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 22時40分40秒,桃園市大溪區興昌路2段附近 / 桃園市大溪區員東路附近,營業用-曳引車
114年01月02日 22時40分40秒,桃園市大溪區興昌路2段附近 / 桃園市大溪區員東路附近,營業用-曳引車
114年01月02日 22時49分00秒,桃園市中壢區新生路2段132號前0.0公尺,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 22時49分00秒,桃園市中壢區新生路2段132號前0.0公尺,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 22時57分55秒,桃園市中壢區青埔路一段口 / 桃園市中壢區領航北路三段口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 22時57分55秒,桃園市中壢區青埔路一段口 / 桃園市中壢區領航北路三段口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 23時01分00秒,彰化縣員林市柳橋西路、中山路一段口,普通重型-機車;租賃車-小客車(含客、貨兩用)
114年01月02日 23時01分00秒,彰化縣員林市柳橋西路、中山路一段口,普通重型-機車;租賃車-小客車(含客、貨兩用)
114年01月02日 23時38分00秒,桃園市大園區桃園國際機場第一航廈航南路1號站牌,遊覽車-大客車;租賃車-小客車(含客、貨兩用)
114年01月02日 23時38分00秒,桃園市大園區桃園國際機場第一航廈航南路1號站牌,遊覽車-大客車;租賃車-小客車(含客、貨兩用)
114年01月03日 00時09分00秒,臺南市永康區中華路口 / 臺南市永康區大橋三街口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 00時09分00秒,臺南市永康區中華路口 / 臺南市永康區大橋三街口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 00時09分00秒,臺南市永康區中華路口 / 臺南市永康區大橋三街口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 00時15分54秒,新北市五股區國道1號 30公里500.0公尺處南側向輔助,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月03日 00時15分54秒,新北市五股區國道1號 30公里500.0公尺處南側向輔助,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月03日 00時20分00秒,新北市坪林區國道5號 13公里400.0公尺處南側向內側,自用-小貨車;自用-小貨車
114年01月03日 00時20分00秒,新北市坪林區國道5號 13公里400.0公尺處南側向內側,自用-小貨車;自用-小貨車
114年01月03日 00時23分23秒,花蓮縣瑞穗鄉中正北路一段517號前0.0公尺,自用-小客車(含客、貨兩用)
114年01月03日 00時23分23秒,花蓮縣瑞穗鄉中正北路一段517號前0.0公尺,自用-小客車(含客、貨兩用)
114年01月03日 00時41分43秒,宜蘭縣宜蘭市民族路395號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 00時41分43秒,宜蘭縣宜蘭市民族路395號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 00時51分00秒,新北市汐止區國道1號 11公里200.0公尺處南側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 00時51分00秒,新北市汐止區國道1號 11公里200.0公尺處南側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 00時51分00秒,新北市汐止區國道1號 11公里200.0公尺處南側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 01時04分00秒,屏東縣竹田鄉潮州路口 / 屏東縣竹田鄉水源路口,自用-小客車(含客、貨兩用)
114年01月03日 01時04分00秒,屏東縣竹田鄉潮州路口 / 屏東縣竹田鄉水源路口,自用-小客車(含客、貨兩用)
114年01月03日 01時17分00秒,彰化縣彰化市長樂里中正路一段536號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 01時17分00秒,彰化縣彰化市長樂里中正路一段536號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 01時40分00秒,新竹縣芎林鄉竹林大橋芎林端,自用-小客車(含客、貨兩用)
114年01月03日 01時40分00秒,新竹縣芎林鄉竹林大橋芎林端,自用-小客車(含客、貨兩用)
114年01月03日 01時57分00秒,屏東縣潮州鎮南進路43號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 01時57分00秒,屏東縣潮州鎮南進路43號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 02時18分00秒,桃園市大園區國道2號 4公里400.0公尺處西側向外側,租賃車-小客車(含客、貨兩用)
114年01月03日 02時18分00秒,桃園市大園區國道2號 4公里400.0公尺處西側向外側,租賃車-小客車(含客、貨兩用)
114年01月03日 02時50分00秒,南投縣鹿谷鄉投151線2.7公里處,自用-小客車(含客、貨兩用)
114年01月03日 02時50分00秒,南投縣鹿谷鄉投151線2.7公里處,自用-小客車(含客、貨兩用)
114年01月03日 03時30分00秒,臺南市北區中華北路一段北側 / 臺南市北區和緯路四段東側,普通重型-機車;普通重型-機車
114年01月03日 03時30分00秒,臺南市北區中華北路一段北側 / 臺南市北區和緯路四段東側,普通重型-機車;普通重型-機車
114年01月03日 03時53分12秒,桃園市蘆竹區國道1號 44公里100.0公尺處南側向外側,營業用-半聯結車;計程車-小客車(含客、貨兩用)
114年01月03日 03時53分12秒,桃園市蘆竹區國道1號 44公里100.0公尺處南側向外側,營業用-半聯結車;計程車-小客車(含客、貨兩用)
114年01月03日 04時01分00秒,桃園市桃園區北門里和平路50號,普通重型-機車;普通重型-機車
114年01月03日 04時01分00秒,桃園市桃園區北門里和平路50號,普通重型-機車;普通重型-機車
114年01月03日 04時35分00秒,桃園市大園區桃園國際機場/第二航廈三樓出境高架道路(近中華航空招牌),計程車-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 04時35分00秒,桃園市大園區桃園國際機場/第二航廈三樓出境高架道路(近中華航空招牌),計程車-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 05時15分00秒,臺南市後壁區頂安里頂寮44-5號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 05時15分00秒,臺南市後壁區頂安里頂寮44-5號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 05時16分11秒,花蓮縣壽豐鄉臺11丙與臺九線交叉路口,自用-小客車(含客、貨兩用)
114年01月03日 05時16分11秒,花蓮縣壽豐鄉臺11丙與臺九線交叉路口,自用-小客車(含客、貨兩用)
114年01月03日 05時25分57秒,宜蘭縣宜蘭市中山路2段220號前0.0公尺,營業用-全聯結車
114年01月03日 05時25分57秒,宜蘭縣宜蘭市中山路2段220號前0.0公尺,營業用-全聯結車
114年01月03日 05時34分00秒,嘉義縣大林鎮明華里民生路與祥和路路口,拖車(架)-其他車
114年01月03日 05時34分00秒,嘉義縣大林鎮明華里民生路與祥和路路口,拖車(架)-其他車
114年01月03日 05時59分00秒,桃園市楊梅區青山三街86號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 05時59分00秒,桃園市楊梅區青山三街86號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時00分28秒,桃園市平鎮區金陵路三段215號口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時00分28秒,桃園市平鎮區金陵路三段215號口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時22分10秒,新竹市東區明湖路1008巷附近,自用-小貨車;普通重型-機車
114年01月03日 06時22分10秒,新竹市東區明湖路1008巷附近,自用-小貨車;普通重型-機車
114年01月03日 06時25分39秒,臺南市新化區山腳里頂山腳25號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時25分39秒,臺南市新化區山腳里頂山腳25號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時30分00秒,桃園市蘆竹區國道1號 44公里500.0公尺處,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時30分00秒,桃園市蘆竹區國道1號 44公里500.0公尺處,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時35分00秒,屏東縣萬丹鄉中興路二段與萬順路二段路口,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 06時35分00秒,屏東縣萬丹鄉中興路二段與萬順路二段路口,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 06時38分00秒,桃園市八德區興豐路口 / 桃園市八德區興豐路口,自用-小貨車;普通重型-機車
114年01月03日 06時38分00秒,桃園市八德區興豐路口 / 桃園市八德區興豐路口,自用-小貨車;普通重型-機車
114年01月03日 06時40分00秒,桃園市楊梅區楊湖路口 / 桃園市楊梅區楊湖路一段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時40分00秒,桃園市楊梅區楊湖路口 / 桃園市楊梅區楊湖路一段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時49分33秒,臺南市永康區中正北路15號附近,遊覽車-大客車;普通重型-機車
114年01月03日 06時49分33秒,臺南市永康區中正北路15號附近,遊覽車-大客車;普通重型-機車
114年01月03日 06時52分00秒,雲林縣虎尾鎮四維街56巷20號前,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時52分00秒,雲林縣虎尾鎮四維街56巷20號前,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時55分04秒,新竹縣芎林鄉富林路一段109號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時55分04秒,新竹縣芎林鄉富林路一段109號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時55分04秒,新竹縣芎林鄉富林路一段109號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 06時57分00秒,臺南市永康區中央路2號前0.0公尺,普通重型-機車;計程車-小客車(含客、貨兩用)
114年01月03日 06時57分00秒,臺南市永康區中央路2號前0.0公尺,普通重型-機車;計程車-小客車(含客、貨兩用)
114年01月03日 06時58分28秒,桃園市中壢區華美一路18號附近,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 06時58分28秒,桃園市中壢區華美一路18號附近,自用-小客車(含客、貨兩用);租賃車-小客車(含客、貨兩用)
114年01月03日 06時59分00秒,彰化縣員林市南東里山腳路4段217號前0.0公尺,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 06時59分00秒,彰化縣員林市南東里山腳路4段217號前0.0公尺,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時00分00秒,臺東縣臺東市大同路121號前,自用-小客車(含客、貨兩用)
114年01月03日 07時00分00秒,臺東縣臺東市大同路121號前,自用-小客車(含客、貨兩用)
114年01月03日 07時09分00秒,臺東縣東河鄉台11線 147公里500.0公尺處北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時09分00秒,臺東縣東河鄉台11線 147公里500.0公尺處北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時15分00秒,桃園市龜山區大同路210號前0.0公尺,普通重型-機車;普通重型-機車
114年01月03日 07時15分00秒,桃園市龜山區大同路210號前0.0公尺,普通重型-機車;普通重型-機車
114年01月03日 07時15分00秒,臺南市南區濱南路,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時15分00秒,臺南市南區濱南路,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時16分00秒,桃園市桃園區中正路1550號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時16分00秒,桃園市桃園區中正路1550號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時19分00秒,桃園市大園區國際路一段圳頭交流道路口,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 07時19分00秒,桃園市大園區國際路一段圳頭交流道路口,自用-小客車(含客、貨兩用);營業用-大貨車
114年01月03日 07時19分42秒,宜蘭縣宜蘭市東港路2段269號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時19分42秒,宜蘭縣宜蘭市東港路2段269號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時22分54秒,臺北市文山區國道3號 18公里南側向外側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時22分54秒,臺北市文山區國道3號 18公里南側向外側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時25分26秒,新竹市北區西門街231號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時25分26秒,新竹市北區西門街231號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時25分45秒,南投縣埔里鎮中山路三段546號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時25分45秒,南投縣埔里鎮中山路三段546號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時26分00秒,桃園市桃園區延平路口 / 桃園市桃園區樹仁二街附近,普通重型-機車;普通重型-機車
114年01月03日 07時26分00秒,桃園市桃園區延平路口 / 桃園市桃園區樹仁二街附近,普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時29分00秒,新竹市北區光華南街55號,營業用-小貨車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
114年01月03日 07時33分22秒,桃園市楊梅區中興路191號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時33分22秒,桃園市楊梅區中興路191號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月03日 07時34分00秒,桃園市大溪區儲蓄路230巷附近,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時34分00秒,桃園市大溪區儲蓄路230巷附近,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時34分00秒,雲林縣虎尾鎮德興路與復興路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時34分00秒,雲林縣虎尾鎮德興路與復興路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,高雄市岡山區國道1號 351公里100.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,高雄市岡山區國道1號 351公里100.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,高雄市岡山區國道1號 351公里100.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,高雄市岡山區國道1號 351公里100.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,雲林縣斗六市上海路239號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分00秒,雲林縣斗六市上海路239號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分12秒,臺南市七股區大埕262號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分12秒,臺南市七股區大埕262號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時35分44秒,桃園市龜山區光峰路東側 / 桃園市龜山區忠義路1段附近,自用-小客車(含客、貨兩用)
114年01月03日 07時35分44秒,桃園市龜山區光峰路東側 / 桃園市龜山區忠義路1段附近,自用-小客車(含客、貨兩用)
114年01月03日 07時36分54秒,彰化縣彰化市彰馬路189巷26-1號附近,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時36分54秒,彰化縣彰化市彰馬路189巷26-1號附近,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月03日 07時37分36秒,桃園市大園區潮音二路857號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時37分36秒,桃園市大園區潮音二路857號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時38分24秒,桃園市新屋區中興路240號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時38分24秒,桃園市新屋區中興路240號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月03日 07時39分00秒,臺南市新營區永平里新進路二段27號-對面,普通重型-機車;普通重型-機車
114年01月03日 07時39分00秒,臺南市新營區永平里新進路二段27號-對面,普通重型-機車;普通重型-機車
114年01月03日 07時40分00秒,臺南市南區濱南路250866燈桿,營業用-曳引車;自用-小客車(含客、貨兩用)
