ACCYMD,PLACE,CARTYPE
114年01月01日 18時12分55秒,新竹市北區中華路三段196號前,自用-小客車(含客、貨兩用)
114年01月01日 18時12分55秒,新竹市北區中華路三段196號前,自用-小客車(含客、貨兩用)
114年01月01日 18時14分42秒,彰化縣彰化市國道1號 197公里800.0公尺處北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時14分42秒,彰化縣彰化市國道1號 197公里800.0公尺處北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時27分41秒,屏東縣萬丹鄉萬生村丹榮路536號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時27分41秒,屏東縣萬丹鄉萬生村丹榮路536號前0.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時28分00秒,臺東縣卑南鄉賓朗路、賓朗路474巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時28分00秒,臺東縣卑南鄉賓朗路、賓朗路474巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時30分00秒,南投縣埔里鎮中山路二段111號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時30分00秒,南投縣埔里鎮中山路二段111號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時31分50秒,嘉義縣水上鄉南和村台82線20.7公里往西,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時31分50秒,嘉義縣水上鄉南和村台82線20.7公里往西,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時32分50秒,桃園市平鎮區台66線 附近向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時32分50秒,桃園市平鎮區台66線 附近向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時35分02秒,臺中市清水區國道3號 169公里北側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時35分02秒,臺中市清水區國道3號 169公里北側向交流道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時35分11秒,花蓮縣花蓮市中美路85-2號西側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時35分11秒,花蓮縣花蓮市中美路85-2號西側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時37分00秒,桃園市大園區大觀路口 / 桃園市大園區大觀路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時37分00秒,桃園市大園區大觀路口 / 桃園市大園區大觀路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時37分00秒,雲林縣元長鄉元西路、元長外環道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時37分00秒,雲林縣元長鄉元西路、元長外環道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時40分00秒,彰化縣北斗鎮西安里斗苑路2段190號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時40分00秒,彰化縣北斗鎮西安里斗苑路2段190號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時40分30秒,新北市土城區國道3號 44公里北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時40分30秒,新北市土城區國道3號 44公里北側向外側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分00秒,桃園市八德區國道3號 55公里900.0公尺處南側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分00秒,桃園市八德區國道3號 55公里900.0公尺處南側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分31秒,桃園市大溪區國道3號 55公里700.0公尺處南側向路肩,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分31秒,桃園市大溪區國道3號 55公里700.0公尺處南側向路肩,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分31秒,桃園市大溪區國道3號 55公里700.0公尺處南側向路肩,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分31秒,桃園市大溪區國道3號 55公里700.0公尺處南側向路肩,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時41分31秒,桃園市大溪區國道3號 55公里700.0公尺處南側向路肩,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時43分21秒,屏東縣南州鄉勝利路5-10號對面車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時43分21秒,屏東縣南州鄉勝利路5-10號對面車道,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時43分26秒,臺南市永康區中正北路162號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時43分26秒,臺南市永康區中正北路162號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時44分00秒,桃園市八德區廣福路口 / 桃園市八德區永豐南路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時44分00秒,桃園市八德區廣福路口 / 桃園市八德區永豐南路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時46分00秒,臺中市西屯區國道1號 180公里北側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時46分00秒,臺中市西屯區國道1號 180公里北側向中線,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時46分00秒,彰化縣彰化市曉陽路與南瑤路口,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時46分00秒,彰化縣彰化市曉陽路與南瑤路口,計程車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時49分05秒,臺南市新營區民生里公園路南側 / 臺南市新營區民生里復興路,普通重型-機車
114年01月01日 18時49分05秒,臺南市新營區民生里公園路南側 / 臺南市新營區民生里復興路,普通重型-機車
114年01月01日 18時50分00秒,新北市泰山區國道1號 33公里300.0公尺處北側向交流道,自用-小客車(含客、貨兩用)
114年01月01日 18時50分00秒,新北市泰山區國道1號 33公里300.0公尺處北側向交流道,自用-小客車(含客、貨兩用)
114年01月01日 18時51分27秒,宜蘭縣礁溪鄉淇武蘭路30號前,自用-小客車(含客、貨兩用);自用-小貨車
114年01月01日 18時51分27秒,宜蘭縣礁溪鄉淇武蘭路30號前,自用-小客車(含客、貨兩用);自用-小貨車
114年01月01日 18時53分00秒,臺南市東區裕農路467號,普通重型-機車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時53分00秒,臺南市東區裕農路467號,普通重型-機車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時53分00秒,臺南市東區裕農路467號,普通重型-機車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時55分00秒,臺南市中西區金華路四段106號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時55分00秒,臺南市中西區金華路四段106號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時56分00秒,苗栗縣頭份市中華路1347號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時56分00秒,苗栗縣頭份市中華路1347號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 18時57分00秒,嘉義縣水上鄉柳新村柳子林1832號(大利市社區口),普通重型-機車;自用-小貨車
114年01月01日 18時57分00秒,嘉義縣水上鄉柳新村柳子林1832號(大利市社區口),普通重型-機車;自用-小貨車
114年01月01日 18時57分00秒,嘉義縣水上鄉柳新村柳子林1832號(大利市社區口),普通重型-機車;自用-小貨車
114年01月01日 18時57分00秒,桃園市大園區中山南路276號,自用-小貨車;普通重型-機車
114年01月01日 18時57分00秒,桃園市大園區中山南路276號,自用-小貨車;普通重型-機車
114年01月01日 19時00分44秒,新竹縣湖口鄉中正路一段與民族街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 19時00分44秒,新竹縣湖口鄉中正路一段與民族街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 19時01分00秒,臺南市中西區五妃街市府158號停車格,自用-小客車(含客、貨兩用)
114年01月01日 19時01分00秒,臺南市中西區五妃街市府158號停車格,自用-小客車(含客、貨兩用)
114年01月01日 19時02分00秒,嘉義縣竹崎鄉灣橋村下厝坑11號對面,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時02分00秒,嘉義縣竹崎鄉灣橋村下厝坑11號對面,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時05分11秒,新竹縣湖口鄉中正七街83號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 19時05分11秒,新竹縣湖口鄉中正七街83號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 19時10分00秒,屏東縣屏東市仁義里海豐街93之20號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時10分00秒,屏東縣屏東市仁義里海豐街93之20號前0.0公尺,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時10分56秒,桃園市新屋區石磊里中華路1156號對面,普通重型-機車
114年01月01日 19時10分56秒,桃園市新屋區石磊里中華路1156號對面,普通重型-機車
114年01月01日 19時12分00秒,彰化縣伸港鄉溪底路63-1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時12分00秒,彰化縣伸港鄉溪底路63-1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時12分00秒,桃園市龍潭區文化路口 / 桃園市龍潭區美國路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時12分00秒,桃園市龍潭區文化路口 / 桃園市龍潭區美國路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時13分10秒,桃園市中壢區福嶺路399號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時13分10秒,桃園市中壢區福嶺路399號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時14分00秒,臺南市南區西門路一段與新都路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時14分00秒,臺南市南區西門路一段與新都路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時14分08秒,臺南市東區崇善十二街26號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);乘客-人
114年01月01日 19時14分08秒,臺南市東區崇善十二街26號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);乘客-人
114年01月01日 19時14分08秒,臺南市東區崇善十二街26號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);乘客-人
114年01月01日 19時19分11秒,桃園市大溪區埔頂路一段245巷前10.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時19分11秒,桃園市大溪區埔頂路一段245巷前10.0公尺附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時19分13秒,嘉義縣東石鄉台82、157線路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時19分13秒,嘉義縣東石鄉台82、157線路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 19時20分00秒,彰化縣鹿港鎮溝墘巷86之2號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 19時20分00秒,彰化縣鹿港鎮溝墘巷86之2號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 19時20分17秒,臺南市永康區復華里忠孝路250號,自用-小客車(含客、貨兩用)
